モノ,単語,原形,品詞,依存関係,親
スマートウォッチ,の,の,ADP,case,時計
スマートウォッチ,アプリ,アプリ,NOUN,obj,設定
スマートウォッチ,を,を,ADP,case,アプリ
スマートウォッチ,設定,設定,VERB,ROOT,設定
スマートウォッチ,する,する,AUX,aux,設定
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,アート,アート,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,アート
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,スタンプ,スタンプ,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,スタンプ
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,描く
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,絵,絵,NOUN,obj,描く
スマートウォッチ,を,を,ADP,case,絵
スマートウォッチ,描く,描く,VERB,ROOT,描く
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,する
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,クラフト,クラフト,NOUN,obj,する
スマートウォッチ,を,を,ADP,case,クラフト
スマートウォッチ,する,する,VERB,ROOT,する
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,模型,模型,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,模型
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,する
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,パズル,パズル,NOUN,obj,する
スマートウォッチ,を,を,ADP,case,パズル
スマートウォッチ,する,する,VERB,ROOT,する
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,ストーリー,ストーリー,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,ストーリー
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,する
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,ゲーム,ゲーム,NOUN,obj,する
スマートウォッチ,を,を,ADP,case,ゲーム
スマートウォッチ,する,する,VERB,ROOT,する
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,する
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,彫刻,彫刻,NOUN,obj,する
スマートウォッチ,を,を,ADP,case,彫刻
スマートウォッチ,する,する,VERB,ROOT,する
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,タワー,タワー,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,タワー
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,おもちゃ,おもちゃ,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,おもちゃ
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,する
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,影絵,影絵,NOUN,obj,する
スマートウォッチ,を,を,ADP,case,影絵
スマートウォッチ,する,する,VERB,ROOT,する
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,撮る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,写真,写真,NOUN,obj,撮る
スマートウォッチ,を,を,ADP,case,写真
スマートウォッチ,撮る,撮る,VERB,ROOT,撮る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,紙芝居,紙芝居,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,紙芝居
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,する
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,ドミノ,ドミノ,NOUN,obj,する
スマートウォッチ,を,を,ADP,case,ドミノ
スマートウォッチ,する,する,VERB,ROOT,する
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,コースター,コースター,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,コースター
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,作る
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,模様,模様,NOUN,obj,作る
スマートウォッチ,を,を,ADP,case,模様
スマートウォッチ,作る,作る,VERB,ROOT,作る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,する
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,クラフト,クラフト,NOUN,obj,する
スマートウォッチ,を,を,ADP,case,クラフト
スマートウォッチ,する,する,VERB,ROOT,する
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,出す
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,音,音,NOUN,obj,出す
スマートウォッチ,を,を,ADP,case,音
スマートウォッチ,出す,出す,VERB,ROOT,出す
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obl,染める
スマートウォッチ,で,で,ADP,case,ウォッチ
スマートウォッチ,紙,紙,NOUN,obj,染める
スマートウォッチ,を,を,ADP,case,紙
スマートウォッチ,染める,染める,VERB,ROOT,染める
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,着用
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,着用,着用,VERB,ROOT,着用
スマートウォッチ,する,する,AUX,aux,着用
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,時間
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,時間,時間,NOUN,obj,確認
スマートウォッチ,を,を,ADP,case,時間
スマートウォッチ,確認,確認,VERB,ROOT,確認
スマートウォッチ,する,する,AUX,aux,確認
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,時間
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,時間,時間,NOUN,obj,調整
スマートウォッチ,を,を,ADP,case,時間
スマートウォッチ,調整,調整,VERB,ROOT,調整
スマートウォッチ,する,する,AUX,aux,調整
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,外す
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,外す,外す,VERB,ROOT,外す
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,掃除
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,掃除,掃除,VERB,ROOT,掃除
スマートウォッチ,する,する,AUX,aux,掃除
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,バンド
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,バンド,バンド,NOUN,obj,調整
スマートウォッチ,を,を,ADP,case,バンド
スマートウォッチ,調整,調整,VERB,ROOT,調整
スマートウォッチ,する,する,AUX,aux,調整
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,充電
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,充電,充電,VERB,ROOT,充電
スマートウォッチ,する,する,AUX,aux,充電
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,アラーム
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,アラーム,アラーム,NOUN,obj,設定
スマートウォッチ,を,を,ADP,case,アラーム
スマートウォッチ,設定,設定,VERB,ROOT,設定
スマートウォッチ,する,する,AUX,aux,設定
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,機能
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,ストップウォッチ,ストップウォッチ,NOUN,compound,機能
スマートウォッチ,機能,機能,NOUN,obj,使う
スマートウォッチ,を,を,ADP,case,機能
スマートウォッチ,使う,使う,VERB,ROOT,使う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,タイマー
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,タイマー,タイマー,NOUN,obj,設定
スマートウォッチ,を,を,ADP,case,タイマー
スマートウォッチ,設定,設定,VERB,ROOT,設定
スマートウォッチ,する,する,AUX,aux,設定
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,バックライト
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,バックライト,バックライト,PROPN,obj,使う
スマートウォッチ,を,を,ADP,case,バックライト
スマートウォッチ,使う,使う,VERB,ROOT,使う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,機能
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,カレンダー,カレンダー,NOUN,compound,機能
スマートウォッチ,機能,機能,NOUN,obj,確認
スマートウォッチ,を,を,ADP,case,機能
スマートウォッチ,確認,確認,VERB,ROOT,確認
スマートウォッチ,する,する,AUX,aux,確認
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,ストラップ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,ストラップ,ストラップ,NOUN,obj,交換
スマートウォッチ,を,を,ADP,case,ストラップ
スマートウォッチ,交換,交換,VERB,ROOT,交換
スマートウォッチ,する,する,AUX,aux,交換
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,通知
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,通知,通知,NOUN,obj,確認
スマートウォッチ,を,を,ADP,case,通知
スマートウォッチ,確認,確認,VERB,ROOT,確認
スマートウォッチ,する,する,AUX,aux,確認
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,アプリ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,アプリ,アプリ,NOUN,obj,使う
スマートウォッチ,を,を,ADP,case,アプリ
スマートウォッチ,使う,使う,VERB,ROOT,使う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,収納
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,収納,収納,VERB,ROOT,収納
スマートウォッチ,する,する,AUX,aux,収納
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,保管
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,保管,保管,VERB,ROOT,保管
スマートウォッチ,する,する,AUX,aux,保管
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,使用説明書
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,使用説明書,使用説明書,NOUN,obj,読む
スマートウォッチ,を,を,ADP,case,使用説明書
スマートウォッチ,読む,読む,VERB,ROOT,読む
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,点検
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,点検,点検,VERB,ROOT,点検
スマートウォッチ,する,する,AUX,aux,点検
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,機能
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,フィットネス,フィットネス,NOUN,compound,機能
スマートウォッチ,機能,機能,NOUN,obj,使う
スマートウォッチ,を,を,ADP,case,機能
スマートウォッチ,使う,使う,VERB,ROOT,使う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,紛失
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,紛失,紛失,VERB,ROOT,紛失
スマートウォッチ,する,する,AUX,aux,紛失
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,破損
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,破損,破損,VERB,ROOT,破損
スマートウォッチ,する,する,AUX,aux,破損
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,水没
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,水没,水没,VERB,ROOT,水没
スマートウォッチ,さ,する,AUX,aux,水没
スマートウォッチ,せる,せる,AUX,aux,水没
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,画面
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,画面,画面,NOUN,obj,割る
スマートウォッチ,を,を,ADP,case,画面
スマートウォッチ,割る,割る,VERB,ROOT,割る
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,バンド
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,バンド,バンド,NOUN,nsubj,切れる
スマートウォッチ,が,が,ADP,case,バンド
スマートウォッチ,切れる,切れる,VERB,ROOT,切れる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nsubj,動か
スマートウォッチ,が,が,ADP,case,ウォッチ
スマートウォッチ,動か,動く,VERB,ROOT,動か
スマートウォッチ,ない,ない,AUX,aux,動か
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,切れ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,電池,電池,NOUN,compound,切れ
スマートウォッチ,切れ,切れ,NOUN,ROOT,切れ
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,アラーム
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,アラーム,アラーム,NOUN,nsubj,鳴ら
スマートウォッチ,が,が,ADP,case,アラーム
スマートウォッチ,鳴ら,鳴る,VERB,ROOT,鳴ら
スマートウォッチ,ない,ない,AUX,aux,鳴ら
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,通知
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,通知,通知,NOUN,nsubj,来
スマートウォッチ,が,が,ADP,case,通知
スマートウォッチ,来,来る,VERB,ROOT,来
スマートウォッチ,ない,ない,AUX,aux,来
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,時間
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,時間,時間,NOUN,nsubj,狂う
スマートウォッチ,が,が,ADP,case,時間
スマートウォッチ,狂う,狂う,VERB,ROOT,狂う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,リューズ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,リューズ,リューズ,NOUN,nsubj,取れる
スマートウォッチ,が,が,ADP,case,リューズ
スマートウォッチ,取れる,取れる,VERB,ROOT,取れる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,ストップウォッチ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,ストップウォッチ,ストップウォッチ,NOUN,nsubj,動か
スマートウォッチ,が,が,ADP,case,ストップウォッチ
スマートウォッチ,動か,動く,VERB,ROOT,動か
スマートウォッチ,ない,ない,AUX,aux,動か
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,タイマー
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,タイマー,タイマー,NOUN,nsubj,動か
スマートウォッチ,が,が,ADP,case,タイマー
スマートウォッチ,動か,動く,VERB,ROOT,動か
スマートウォッチ,ない,ない,AUX,aux,動か
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,バックライト
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,バックライト,バックライト,PROPN,nsubj,ない
スマートウォッチ,が,が,ADP,case,バックライト
スマートウォッチ,点か,点く,VERB,case,バックライト
スマートウォッチ,ない,ない,ADJ,ROOT,ない
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,機能
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,カレンダー,カレンダー,NOUN,compound,機能
スマートウォッチ,機能,機能,NOUN,nsubj,壊れる
スマートウォッチ,が,が,ADP,case,機能
スマートウォッチ,壊れる,壊れる,VERB,ROOT,壊れる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,ストラップ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,ストラップ,ストラップ,NOUN,nsubj,緩む
スマートウォッチ,が,が,ADP,case,ストラップ
スマートウォッチ,緩む,緩む,VERB,ROOT,緩む
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,充電
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,充電,充電,NOUN,nsubj,でき
スマートウォッチ,が,が,ADP,case,充電
スマートウォッチ,でき,できる,VERB,ROOT,でき
スマートウォッチ,ない,ない,AUX,aux,でき
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,アプリ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,アプリ,アプリ,NOUN,nsubj,動か
スマートウォッチ,が,が,ADP,case,アプリ
スマートウォッチ,動か,動く,VERB,ROOT,動か
スマートウォッチ,ない,ない,AUX,aux,動か
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nsubj,擦れる
スマートウォッチ,が,が,ADP,case,ウォッチ
スマートウォッチ,擦れる,擦れる,VERB,ROOT,擦れる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,データ
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,フィットネス,フィットネス,NOUN,compound,データ
スマートウォッチ,データ,データ,NOUN,nsubj,消える
スマートウォッチ,が,が,ADP,case,データ
スマートウォッチ,消える,消える,VERB,ROOT,消える
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,使い方
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,使い方,使い方,NOUN,obj,教える
スマートウォッチ,を,を,ADP,case,使い方
スマートウォッチ,教える,教える,VERB,ROOT,教える
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,貸す
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,貸す,貸す,VERB,ROOT,貸す
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,obj,借りる
スマートウォッチ,を,を,ADP,case,ウォッチ
スマートウォッチ,借りる,借りる,VERB,ROOT,借りる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,時間
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,時間,時間,NOUN,obj,合わせる
スマートウォッチ,を,を,ADP,case,時間
スマートウォッチ,合わせる,合わせる,VERB,ROOT,合わせる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,デザイン
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,デザイン,デザイン,NOUN,obj,共有
スマートウォッチ,を,を,ADP,case,デザイン
スマートウォッチ,共有,共有,VERB,ROOT,共有
スマートウォッチ,する,する,AUX,aux,共有
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,バンド
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,バンド,バンド,NOUN,obj,交換
スマートウォッチ,を,を,ADP,case,バンド
スマートウォッチ,交換,交換,VERB,ROOT,交換
スマートウォッチ,する,する,AUX,aux,交換
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,掃除
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,掃除,掃除,NOUN,obj,手伝う
スマートウォッチ,を,を,ADP,case,掃除
スマートウォッチ,手伝う,手伝う,VERB,ROOT,手伝う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,購入
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,購入,購入,NOUN,obj,相談
スマートウォッチ,を,を,ADP,case,購入
スマートウォッチ,相談,相談,VERB,ROOT,相談
スマートウォッチ,する,する,AUX,aux,相談
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,特徴
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,特徴,特徴,NOUN,obj,話す
スマートウォッチ,を,を,ADP,case,特徴
スマートウォッチ,話す,話す,VERB,ROOT,話す
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,魅力
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,魅力,魅力,NOUN,obj,伝える
スマートウォッチ,を,を,ADP,case,魅力
スマートウォッチ,伝える,伝える,VERB,ROOT,伝える
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,メンテナンス
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,メンテナンス,メンテナンス,NOUN,obj,手伝う
スマートウォッチ,を,を,ADP,case,メンテナンス
スマートウォッチ,手伝う,手伝う,VERB,ROOT,手伝う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,修理
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,修理,修理,NOUN,obj,手伝う
スマートウォッチ,を,を,ADP,case,修理
スマートウォッチ,手伝う,手伝う,VERB,ROOT,手伝う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,収納
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,収納,収納,NOUN,obj,手伝う
スマートウォッチ,を,を,ADP,case,収納
スマートウォッチ,手伝う,手伝う,VERB,ROOT,手伝う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,歴史
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,歴史,歴史,NOUN,obj,調べる
スマートウォッチ,を,を,ADP,case,歴史
スマートウォッチ,調べる,調べる,VERB,ROOT,調べる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,展示
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,展示,展示,NOUN,obj,手伝う
スマートウォッチ,を,を,ADP,case,展示
スマートウォッチ,手伝う,手伝う,VERB,ROOT,手伝う
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,情報
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,情報,情報,NOUN,obj,交換
スマートウォッチ,を,を,ADP,case,情報
スマートウォッチ,交換,交換,VERB,ROOT,交換
スマートウォッチ,する,する,AUX,aux,交換
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,ブランド
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,ブランド,ブランド,NOUN,obj,比べる
スマートウォッチ,を,を,ADP,case,ブランド
スマートウォッチ,比べる,比べる,VERB,ROOT,比べる
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,機能
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,機能,機能,NOUN,obj,説明
スマートウォッチ,を,を,ADP,case,機能
スマートウォッチ,説明,説明,VERB,ROOT,説明
スマートウォッチ,する,する,AUX,aux,説明
スマートウォッチ,スマート,スマート,ADJ,amod,ウォッチ
スマートウォッチ,ウォッチ,ウォッチ,NOUN,nmod,使い心地
スマートウォッチ,の,の,ADP,case,ウォッチ
スマートウォッチ,使い心地,使い心地,NOUN,obj,話す
スマートウォッチ,を,を,ADP,case,使い心地
